GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CNTN2	AMPL	168.157	6.114	0.018	0.018	N	NA
EGFR	AMPL_MUT	168.157	131.644	0.393	0.393	Y	NA
PIK3C2B	AMPL	168.157	18.002	0.052	0.055	N	NA
RABIF	AMPL	168.157	1.726	0.006	0.006	N	NA
GABRA5	MUT	29.639	0.781	0.009	0.009	N	NA
SRPR	MUT	3.813	0.012	0.003	0.006	N	NA
PCDH11X	MUT	3.685	0.097	0.018	0.024	N	NA
PCDH11Y	MUT	3.685	1.627	0.186	0.198	N	NA
PCDHA10	DEL	3.685	0.218	0.024	0.024	N	NA
ELAVL2	DEL	2.747	0.343	0.088	0.143	N	NA
CDKN2A	DEL	2.605	108.256	0.448	0.470	Y	NA
CDKN2B	DEL	2.605	94.208	0.381	0.448	N	NA
