GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	407.315	130.839	0.448	0.470	NA	NA
POLR2A	MUT	407.315	3.596	0.006	0.006	NA	NA
EGFR	AMPL	407.315	154.338	0.393	0.393	NA	NA
LAMB3	MUT	407.315	5.645	0.012	0.012	NA	NA
LAMC3	MUT	407.315	4.679	0.015	0.015	NA	NA
NAP1L1	MUT	407.315	1.242	0.003	0.009	NA	NA
TUBG1	MUT	407.315	2.816	0.006	0.006	NA	NA
TBL1Y	DEL	407.315	29.034	0.067	0.195	NA	NA
CDKN2B	DEL	407.315	112.472	0.381	0.448	NA	NA
DLG1	MUT	7.544	0.023	0.003	0.003	NA	NA
PCDH11Y	DEL_MUT	6.670	2.107	0.186	0.198	NA	NA
PCDH9	MUT	6.670	0.140	0.015	0.015	NA	NA
PRKY	DEL	3.910	41.348	0.162	0.195	NA	NA
KLHL9	DEL	3.649	22.622	0.104	0.229	NA	NA
