GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	225.358	154.338	0.393	0.393	NA	NA
CDKN2A	DEL	113.030	130.839	0.448	0.470	NA	NA
SMC1A	MUT	113.030	3.013	0.012	0.015	NA	NA
NUMA1	MUT	113.030	1.770	0.009	0.012	NA	NA
CDKN2B	DEL	113.030	112.472	0.381	0.448	NA	NA
HLA-DRB1	AMPL	113.030	63.099	0.189	0.189	NA	NA
MLL	MUT	113.030	1.659	0.009	0.009	NA	NA
CNKSR2	MUT	7.716	0.943	0.006	0.006	NA	NA
CCT2	MUT	7.350	7.189	0.024	0.030	NA	NA
SFI1	MUT	7.350	0.057	0.006	0.012	NA	NA
CACNA1S	MUT	3.201	5.412	0.021	0.027	NA	NA
ANK1	MUT	3.064	6.629	0.024	0.037	NA	NA
