GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
KALRN	MUT	263.796	2.213	0.006	0.012	NA	NA
PIK3R1	MUT	263.796	39.522	0.091	0.091	NA	NA
TP53	MUT	263.796	118.245	0.284	0.284	NA	NA
TCF12	MUT	263.796	2.001	0.009	0.012	NA	NA
KDR	MUT	263.796	18.540	0.055	0.064	NA	NA
ATN1	MUT	29.313	5.452	0.012	0.015	NA	NA
CD79B	DEL	29.313	0.089	0.003	0.006	NA	NA
PCDH11Y	DEL	8.605	2.133	0.186	0.198	NA	NA
PCDHAC2	MUT	8.605	1.786	0.101	0.101	NA	NA
PCDHGC5	MUT	8.605	1.102	0.107	0.110	NA	NA
